learn_method,level_learned_at,move_id,pokemon_id
machine,0,446,348
tutor,0,450,348
machine,0,468,348
machine,0,479,348
machine,0,496,348
machine,0,522,348
machine,0,523,348
machine,0,590,348
machine,0,693,348
tutor,0,707,348
tutor,0,710,348
tutor,0,800,348
level-up,15,33,349
tutor,0,38,349
egg,0,54,349
machine,0,57,349
machine,0,58,349
machine,0,59,349
machine,0,92,349
egg,0,95,349
tutor,0,102,349
machine,0,104,349
egg,0,109,349
egg,0,113,349
egg,0,114,349
machine,0,127,349
tutor,0,129,349
level-up,1,150,349
machine,0,156,349
tutor,0,164,349
tutor,0,173,349
level-up,30,175,349
machine,0,182,349
tutor,0,196,349
tutor,0,203,349
tutor,0,207,349
machine,0,213,349
tutor,0,214,349
machine,0,216,349
machine,0,218,349
egg,0,225,349
egg,0,231,349
machine,0,237,349
machine,0,240,349
egg,0,243,349
machine,0,250,349
machine,0,258,349
machine,0,263,349
machine,0,290,349
machine,0,291,349
egg,0,300,349
egg,0,321,349
machine,0,330,349
machine,0,341,349
machine,0,352,349
egg,0,362,349
machine,0,363,349
egg,0,406,349
machine,0,445,349
machine,0,496,349
machine,0,503,349
machine,0,590,349
tutor,0,799,349
machine,0,851,349
machine,0,886,349
tutor,0,20,350
level-up,1,33,350
tutor,0,34,350
level-up,5,35,350
machine,0,36,350
tutor,0,38,350
egg,0,54,350
level-up,1,55,350
level-up,40,56,350
machine,0,57,350
machine,0,58,350
machine,0,59,350
machine,0,63,350
machine,0,92,350
egg,0,95,350
tutor,0,102,350
machine,0,104,350
level-up,30,105,350
egg,0,109,350
machine,0,113,350
egg,0,114,350
machine,0,127,350
tutor,0,129,350
level-up,1,150,350
machine,0,156,350
tutor,0,164,350
tutor,0,173,350
level-up,1,175,350
machine,0,182,350
tutor,0,189,350
tutor,0,196,350
tutor,0,203,350
tutor,0,207,350
level-up,45,213,350
tutor,0,214,350
machine,0,216,350
machine,0,218,350
level-up,50,219,350
egg,0,225,350
machine,0,231,350
machine,0,237,350
level-up,25,239,350
level-up,35,240,350
egg,0,243,350
tutor,0,244,350
machine,0,250,350
machine,0,258,350
machine,0,263,350
machine,0,270,350
tutor,0,277,350
machine,0,286,350
level-up,15,287,350
machine,0,290,350
machine,0,291,350
machine,0,311,350
egg,0,321,350
machine,0,330,350
machine,0,341,350
level-up,10,346,350
machine,0,349,350
level-up,20,352,350
machine,0,362,350
machine,0,363,350
level-up,49,392,350
level-up,29,401,350
machine,0,406,350
machine,0,416,350
machine,0,419,350
tutor,0,442,350
level-up,25,445,350
level-up,44,489,350
machine,0,496,350
machine,0,503,350
machine,0,523,350
machine,0,525,350
level-up,11,574,350
machine,0,577,350
machine,0,590,350
tutor,0,673,350
machine,0,693,350
machine,0,784,350
level-up,20,791,350
tutor,0,799,350
tutor,0,806,350
tutor,0,812,350
tutor,0,813,350
machine,0,851,350
machine,0,886,350
machine,0,913,350
machine,0,914,350
level-up,20,29,351
level-up,1,33,351
tutor,0,34,351
tutor,0,38,351
egg,0,50,351
level-up,10,52,351
machine,0,53,351
level-up,10,55,351
level-up,50,56,351
machine,0,58,351
machine,0,59,351
machine,0,76,351
machine,0,85,351
tutor,0,86,351
machine,0,87,351
machine,0,92,351
tutor,0,102,351
machine,0,104,351
tutor,0,111,351
machine,0,126,351
tutor,0,129,351
egg,0,133,351
machine,0,148,351
machine,0,156,351
tutor,0,164,351
machine,0,168,351
tutor,0,173,351
level-up,10,181,351
machine,0,182,351
tutor,0,196,351
machine,0,201,351
tutor,0,203,351
tutor,0,207,351
machine,0,213,351
tutor,0,214,351
machine,0,216,351
machine,0,218,351
machine,0,237,351
level-up,20,240,351
level-up,20,241,351
egg,0,244,351
machine,0,247,351
egg,0,248,351
level-up,20,258,351
machine,0,263,351
machine,0,290,351
level-up,30,311,351
egg,0,322,351
machine,0,351,351
machine,0,352,351
machine,0,363,351
tutor,0,366,351
egg,0,381,351
egg,0,385,351
tutor,0,387,351
machine,0,412,351
machine,0,419,351
tutor,0,432,351
machine,0,445,351
egg,0,466,351
machine,0,496,351
egg,0,499,351
machine,0,503,351
egg,0,506,351
machine,0,510,351
egg,0,513,351
machine,0,514,351
machine,0,526,351
level-up,45,542,351
machine,0,590,351
tutor,0,5,352
tutor,0,7,352
tutor,0,8,352
tutor,0,9,352
level-up,1,10,352
machine,0,15,352
level-up,4,20,352
tutor,0,25,352
tutor,0,29,352
tutor,0,34,352
tutor,0,38,352
level-up,1,39,352
egg,0,50,352
machine,0,53,352
machine,0,58,352
machine,0,59,352
level-up,17,60,352
tutor,0,67,352
tutor,0,68,352
tutor,0,69,352
machine,0,70,352
machine,0,76,352
machine,0,85,352
tutor,0,86,352
machine,0,87,352
machine,0,91,352
machine,0,92,352
tutor,0,102,352
level-up,24,103,352
machine,0,104,352
egg,0,105,352
tutor,0,111,352
tutor,0,118,352
level-up,1,122,352
machine,0,126,352
tutor,0,129,352
egg,0,146,352
machine,0,148,352
level-up,12,154,352
machine,0,156,352
tutor,0,157,352
level-up,31,163,352
level-up,40,164,352
level-up,1,168,352
tutor,0,173,352
machine,0,182,352
level-up,7,185,352
tutor,0,189,352
tutor,0,196,352
level-up,30,197,352
tutor,0,203,352
tutor,0,205,352
tutor,0,207,352
tutor,0,210,352
machine,0,213,352
tutor,0,214,352
machine,0,216,352
machine,0,218,352
tutor,0,223,352
machine,0,231,352
machine,0,237,352
machine,0,240,352
machine,0,241,352
tutor,0,244,352
level-up,49,246,352
machine,0,247,352
machine,0,249,352
egg,0,252,352
machine,0,263,352
machine,0,264,352
egg,0,271,352
tutor,0,272,352
egg,0,277,352
machine,0,278,352
machine,0,280,352
tutor,0,282,352
machine,0,285,352
machine,0,289,352
machine,0,290,352
egg,0,293,352
level-up,1,310,352
machine,0,317,352
machine,0,332,352
machine,0,351,352
machine,0,352,352
machine,0,363,352
level-up,14,364,352
machine,0,374,352
tutor,0,387,352
level-up,46,389,352
tutor,0,401,352
machine,0,409,352
egg,0,417,352
level-up,55,421,352
level-up,20,425,352
machine,0,433,352
machine,0,445,352
machine,0,446,352
machine,0,447,352
machine,0,451,352
machine,0,468,352
tutor,0,472,352
level-up,58,485,352
egg,0,492,352
tutor,0,495,352
machine,0,496,352
machine,0,510,352
machine,0,514,352
machine,0,526,352
machine,0,590,352
machine,0,612,352
tutor,0,29,353
tutor,0,34,353
tutor,0,38,353
egg,0,50,353
machine,0,60,353
machine,0,85,353
tutor,0,86,353
machine,0,87,353
machine,0,92,353
machine,0,94,353
level-up,13,101,353
tutor,0,102,353
level-up,8,103,353
machine,0,104,353
egg,0,109,353
machine,0,118,353
tutor,0,138,353
machine,0,148,353
machine,0,156,353
tutor,0,164,353
machine,0,168,353
tutor,0,171,353
tutor,0,173,353
level-up,20,174,353
level-up,25,180,353
machine,0,182,353
machine,0,184,353
level-up,37,185,353
egg,0,193,353
egg,0,194,353
tutor,0,196,353
tutor,0,203,353
tutor,0,207,353
machine,0,213,353
tutor,0,214,353
machine,0,216,353
machine,0,218,353
tutor,0,220,353
machine,0,227,353
egg,0,228,353
machine,0,237,353
machine,0,240,353
machine,0,241,353
tutor,0,244,353
level-up,44,247,353
machine,0,259,353
level-up,32,261,353
machine,0,263,353
machine,0,269,353
machine,0,270,353
level-up,50,271,353
tutor,0,272,353
tutor,0,277,353
level-up,1,282,353
machine,0,285,353
egg,0,286,353
level-up,56,288,353
level-up,49,289,353
machine,0,290,353
egg,0,310,353
machine,0,347,353
machine,0,351,353
machine,0,363,353
egg,0,371,353
level-up,38,373,353
level-up,35,389,353
machine,0,399,353
machine,0,417,353
level-up,20,425,353
machine,0,433,353
egg,0,441,353
machine,0,445,353
machine,0,451,353
tutor,0,466,353
machine,0,477,353
tutor,0,478,353
tutor,0,492,353
machine,0,496,353
tutor,0,502,353
level-up,31,506,353
egg,0,566,353
machine,0,590,353
machine,0,605,353
machine,0,806,353
machine,0,808,353
machine,0,809,353
machine,0,851,353
machine,0,884,353
machine,0,14,354
tutor,0,29,354
tutor,0,34,354
tutor,0,38,354
machine,0,60,354
machine,0,63,354
machine,0,85,354
tutor,0,86,354
machine,0,87,354
machine,0,92,354
machine,0,94,354
level-up,1,101,354
tutor,0,102,354
level-up,1,103,354
machine,0,104,354
machine,0,109,354
tutor,0,118,354
tutor,0,138,354
machine,0,148,354
machine,0,156,354
tutor,0,164,354
machine,0,168,354
tutor,0,171,354
tutor,0,173,354
level-up,1,174,354
level-up,25,180,354
machine,0,182,354
machine,0,184,354
level-up,39,185,354
tutor,0,189,354
tutor,0,196,354
tutor,0,203,354
tutor,0,207,354
machine,0,213,354
tutor,0,214,354
machine,0,216,354
machine,0,218,354
tutor,0,220,354
machine,0,227,354
machine,0,237,354
machine,0,240,354
machine,0,241,354
tutor,0,244,354
level-up,48,247,354
machine,0,259,354
level-up,32,261,354
machine,0,263,354
machine,0,269,354
machine,0,270,354
level-up,66,271,354
tutor,0,272,354
tutor,0,277,354
level-up,1,282,354
machine,0,285,354
machine,0,286,354
level-up,64,288,354
level-up,55,289,354
machine,0,290,354
machine,0,347,354
machine,0,351,354
machine,0,363,354
machine,0,371,354
level-up,42,373,354
machine,0,374,354
level-up,35,389,354
machine,0,399,354
machine,0,416,354
machine,0,417,354
machine,0,421,354
level-up,20,425,354
machine,0,433,354
tutor,0,441,354
machine,0,445,354
machine,0,451,354
tutor,0,466,354
machine,0,477,354
tutor,0,478,354
tutor,0,492,354
machine,0,496,354
tutor,0,502,354
level-up,31,506,354
level-up,1,566,354
machine,0,590,354
machine,0,605,354
machine,0,611,354
tutor,0,675,354
machine,0,806,354
machine,0,807,354
machine,0,808,354
machine,0,809,354
machine,0,851,354
machine,0,884,354
machine,0,885,354
tutor,0,29,355
tutor,0,34,355
tutor,0,38,355
level-up,1,43,355
level-up,5,50,355
machine,0,58,355
machine,0,59,355
machine,0,92,355
machine,0,94,355
level-up,1,101,355
tutor,0,102,355
machine,0,104,355
level-up,23,109,355
egg,0,114,355
tutor,0,138,355
machine,0,141,355
machine,0,148,355
machine,0,156,355
tutor,0,164,355
machine,0,168,355
tutor,0,171,355
tutor,0,173,355
level-up,34,174,355
tutor,0,180,355
machine,0,182,355
egg,0,185,355
level-up,12,193,355
egg,0,194,355
tutor,0,196,355
tutor,0,203,355
tutor,0,207,355
level-up,45,212,355
machine,0,213,355
tutor,0,214,355
machine,0,216,355
machine,0,218,355
egg,0,220,355
level-up,27,228,355
machine,0,237,355
machine,0,240,355
machine,0,241,355
tutor,0,244,355
machine,0,247,355
level-up,49,248,355
machine,0,259,355
level-up,38,261,355
egg,0,262,355
machine,0,263,355
machine,0,269,355
machine,0,270,355
tutor,0,271,355
machine,0,279,355
machine,0,285,355
egg,0,286,355
egg,0,288,355
machine,0,289,355
machine,0,290,355
level-up,16,310,355
machine,0,347,355
tutor,0,356,355
machine,0,363,355
level-up,41,371,355
machine,0,373,355
machine,0,374,355
tutor,0,389,355
machine,0,399,355
level-up,22,425,355
machine,0,433,355
machine,0,445,355
machine,0,451,355
egg,0,466,355
tutor,0,472,355
machine,0,477,355
machine,0,496,355
tutor,0,502,355
level-up,38,506,355
machine,0,566,355
machine,0,590,355
machine,0,611,355
tutor,0,806,355
tutor,0,809,355
machine,0,851,355
tutor,0,5,356
tutor,0,7,356
tutor,0,8,356
tutor,0,9,356
level-up,1,20,356
tutor,0,25,356
tutor,0,29,356
tutor,0,34,356
tutor,0,38,356
level-up,1,43,356
level-up,1,50,356
machine,0,58,356
machine,0,59,356
machine,0,63,356
tutor,0,68,356
tutor,0,69,356
machine,0,70,356
machine,0,89,356
machine,0,92,356
machine,0,94,356
level-up,1,101,356
tutor,0,102,356
machine,0,104,356
level-up,23,109,356
egg,0,114,356
tutor,0,118,356
tutor,0,138,356
machine,0,141,356
machine,0,148,356
machine,0,156,356
tutor,0,157,356
tutor,0,164,356
machine,0,168,356
tutor,0,171,356
tutor,0,173,356
level-up,34,174,356
tutor,0,180,356
machine,0,182,356
tutor,0,189,356
level-up,12,193,356
tutor,0,196,356
tutor,0,203,356
tutor,0,207,356
level-up,51,212,356
machine,0,213,356
tutor,0,214,356
machine,0,216,356
machine,0,218,356
tutor,0,220,356
tutor,0,223,356
level-up,27,228,356
machine,0,237,356
machine,0,240,356
machine,0,241,356
tutor,0,244,356
machine,0,247,356
level-up,58,248,356
machine,0,249,356
machine,0,259,356
level-up,41,261,356
egg,0,262,356
machine,0,263,356
machine,0,264,356
machine,0,269,356
machine,0,270,356
tutor,0,271,356
machine,0,279,356
machine,0,280,356
machine,0,285,356
machine,0,286,356
machine,0,289,356
machine,0,290,356
level-up,16,310,356
machine,0,317,356
level-up,37,325,356
machine,0,347,356
level-up,1,356,356
machine,0,363,356
level-up,51,371,356
machine,0,373,356
machine,0,374,356
tutor,0,389,356
machine,0,399,356
machine,0,416,356
level-up,22,425,356
machine,0,433,356
machine,0,445,356
machine,0,451,356
tutor,0,466,356
tutor,0,472,356
machine,0,477,356
machine,0,496,356
tutor,0,502,356
level-up,42,506,356
machine,0,523,356
machine,0,566,356
machine,0,590,356
machine,0,611,356
machine,0,612,356
tutor,0,806,356
tutor,0,809,356
machine,0,851,356
egg,0,13,357
tutor,0,14,357
machine,0,15,357
level-up,1,16,357
level-up,27,18,357
machine,0,19,357
egg,0,21,357
level-up,17,23,357
egg,0,29,357
level-up,37,34,357
machine,0,36,357
tutor,0,38,357
level-up,1,43,357
machine,0,46,357
machine,0,63,357
machine,0,70,357
egg,0,73,357
level-up,7,74,357
level-up,11,75,357
level-up,41,76,357
machine,0,89,357
machine,0,92,357
tutor,0,102,357
machine,0,104,357
machine,0,148,357
machine,0,156,357
tutor,0,164,357
tutor,0,173,357
egg,0,174,357
machine,0,180,357
machine,0,182,357
tutor,0,189,357
tutor,0,200,357
machine,0,202,357
tutor,0,203,357
tutor,0,207,357
tutor,0,210,357
machine,0,211,357
machine,0,213,357
tutor,0,214,357
machine,0,216,357
machine,0,218,357
machine,0,219,357
level-up,21,230,357
level-up,47,235,357
machine,0,237,357
tutor,0,239,357
machine,0,240,357
machine,0,241,357
machine,0,249,357
machine,0,263,357
egg,0,267,357
machine,0,270,357
machine,0,290,357
tutor,0,314,357
machine,0,318,357
machine,0,331,357
machine,0,332,357
level-up,31,345,357
egg,0,348,357
egg,0,349,357
machine,0,355,357
level-up,57,363,357
tutor,0,366,357
machine,0,369,357
tutor,0,388,357
tutor,0,402,357
level-up,47,403,357
tutor,0,406,357
machine,0,412,357
machine,0,416,357
machine,0,428,357
machine,0,432,357
level-up,61,437,357
machine,0,445,357
machine,0,447,357
tutor,0,466,357
level-up,30,469,357
machine,0,496,357
level-up,57,516,357
machine,0,523,357
machine,0,525,357
level-up,47,536,357
machine,0,542,357
machine,0,572,357
machine,0,580,357
machine,0,590,357
machine,0,669,357
egg,0,692,357
machine,0,693,357
tutor,0,707,357
machine,0,776,357
machine,0,814,357
machine,0,851,357
machine,0,885,357
tutor,0,20,358
level-up,1,35,358
level-up,17,36,358
level-up,33,38,358
level-up,6,45,358
egg,0,50,358
machine,0,60,358
machine,0,86,358
machine,0,92,358
level-up,14,93,358
level-up,46,94,358
egg,0,95,358
tutor,0,102,358
machine,0,104,358
egg,0,105,358
tutor,0,111,358
machine,0,113,358
machine,0,115,358
machine,0,129,358
egg,0,138,358
machine,0,148,358
level-up,30,149,358
machine,0,156,358
tutor,0,164,358
tutor,0,171,358
tutor,0,173,358
egg,0,174,358
machine,0,182,358
egg,0,195,358
tutor,0,196,358
tutor,0,203,358
machine,0,204,358
tutor,0,205,358
tutor,0,207,358
machine,0,213,358
tutor,0,214,358
level-up,38,215,358
machine,0,216,358
machine,0,218,358
level-up,41,219,358
machine,0,226,358
machine,0,227,358
machine,0,237,358
machine,0,240,358
machine,0,241,358
tutor,0,244,358
machine,0,247,358
egg,0,248,358
level-up,22,253,358
machine,0,259,358
machine,0,263,358
machine,0,269,358
tutor,0,270,358
tutor,0,271,358
egg,0,273,358
tutor,0,277,358
machine,0,278,358
level-up,25,281,358
tutor,0,282,358
machine,0,285,358
machine,0,286,358
machine,0,289,358
machine,0,290,358
tutor,0,304,358
level-up,9,310,358
machine,0,313,358
egg,0,322,358
tutor,0,324,358
level-up,46,326,358
machine,0,347,358
machine,0,351,358
tutor,0,356,358
level-up,49,361,358
machine,0,363,358
tutor,0,387,358
machine,0,412,358
tutor,0,428,358
tutor,0,432,358
machine,0,433,358
machine,0,445,358
machine,0,447,358
machine,0,451,358
machine,0,473,358
machine,0,477,358
level-up,54,485,358
level-up,1,494,358
machine,0,496,358
machine,0,497,358
egg,0,500,358
tutor,0,502,358
level-up,49,505,358
machine,0,555,358
machine,0,574,358
machine,0,577,358
egg,0,578,358
machine,0,590,358
machine,0,605,358
tutor,0,673,358
machine,0,797,358
machine,0,851,358
machine,0,917,358
level-up,1,10,359
level-up,17,13,359
level-up,26,14,359
machine,0,15,359
tutor,0,29,359
tutor,0,34,359
egg,0,38,359
level-up,5,43,359
level-up,21,44,359
machine,0,53,359
machine,0,58,359
machine,0,59,359
machine,0,63,359
tutor,0,68,359
machine,0,70,359
machine,0,85,359
tutor,0,86,359
machine,0,87,359
machine,0,92,359
level-up,13,98,359
tutor,0,102,359
level-up,31,104,359
level-up,35,116,359
machine,0,126,359
tutor,0,129,359
tutor,0,138,359
machine,0,148,359
machine,0,156,359
tutor,0,157,359
level-up,36,163,359
egg,0,164,359
machine,0,168,359
tutor,0,171,359
tutor,0,173,359
egg,0,174,359
tutor,0,180,359
machine,0,182,359
egg,0,185,359
tutor,0,189,359
level-up,46,195,359
tutor,0,196,359
level-up,49,197,359
machine,0,201,359
tutor,0,203,359
machine,0,206,359
tutor,0,207,359
tutor,0,210,359
egg,0,212,359
machine,0,213,359
tutor,0,214,359
machine,0,216,359
machine,0,218,359
egg,0,224,359
egg,0,226,359
level-up,20,228,359
machine,0,231,359
machine,0,237,359
machine,0,240,359
machine,0,241,359
tutor,0,244,359
machine,0,247,359
level-up,41,248,359
machine,0,249,359
machine,0,258,359
machine,0,259,359
machine,0,261,359
machine,0,263,359
level-up,9,269,359
tutor,0,272,359
tutor,0,276,359
egg,0,277,359
tutor,0,282,359
machine,0,289,359
machine,0,290,359
machine,0,317,359
machine,0,332,359
tutor,0,340,359
machine,0,347,359
machine,0,351,359
machine,0,352,359
machine,0,363,359
level-up,1,364,359
machine,0,370,359
machine,0,371,359
egg,0,372,359
level-up,57,382,359
egg,0,386,359
level-up,44,389,359
machine,0,399,359
level-up,52,400,359
machine,0,403,359
machine,0,404,359
machine,0,416,359
machine,0,421,359
level-up,60,427,359
egg,0,428,359
machine,0,444,359
machine,0,445,359
machine,0,451,359
machine,0,468,359
tutor,0,492,359
machine,0,496,359
machine,0,497,359
egg,0,506,359
machine,0,510,359
machine,0,514,359
machine,0,555,359
egg,0,583,359
machine,0,590,359
tutor,0,673,359
tutor,0,675,359
machine,0,693,359
level-up,15,68,360
level-up,1,133,360
level-up,1,150,360
level-up,15,194,360
level-up,1,204,360
level-up,15,219,360
level-up,1,227,360
level-up,15,243,360
level-up,19,29,361
tutor,0,34,361
machine,0,36,361
tutor,0,38,361
level-up,1,43,361
level-up,10,44,361
egg,0,50,361
level-up,34,58,361
level-up,43,59,361
machine,0,92,361
tutor,0,102,361
level-up,7,104,361
machine,0,113,361
egg,0,117,361
machine,0,148,361
machine,0,156,361
tutor,0,164,361
tutor,0,173,361
tutor,0,180,361
level-up,1,181,361
level-up,25,182,361
egg,0,191,361
level-up,16,196,361
tutor,0,203,361
egg,0,205,361
tutor,0,207,361
machine,0,213,361
tutor,0,214,361
machine,0,216,361
machine,0,218,361
machine,0,219,361
machine,0,237,361
machine,0,240,361
level-up,28,242,361
machine,0,247,361
level-up,37,258,361
machine,0,263,361
machine,0,270,361
machine,0,290,361
level-up,1,310,361
egg,0,311,361
egg,0,313,361
machine,0,333,361
egg,0,335,361
machine,0,352,361
machine,0,363,361
egg,0,415,361
machine,0,419,361
level-up,37,420,361
level-up,28,423,361
machine,0,445,361
machine,0,496,361
egg,0,506,361
machine,0,524,361
egg,0,556,361
machine,0,590,361
machine,0,851,361
machine,0,861,361
level-up,45,883,361
machine,0,885,361
machine,0,886,361
level-up,19,29,362
tutor,0,34,362
machine,0,36,362
tutor,0,38,362
level-up,1,43,362
level-up,1,44,362
level-up,34,58,362
level-up,53,59,362
machine,0,63,362
machine,0,89,362
machine,0,92,362
tutor,0,102,362
level-up,1,104,362
tutor,0,111,362
machine,0,113,362
tutor,0,120,362
machine,0,148,362
tutor,0,153,362
machine,0,156,362
tutor,0,162,362
tutor,0,164,362
tutor,0,173,362
tutor,0,180,362
level-up,1,181,362
level-up,25,182,362
machine,0,184,362
machine,0,191,362
level-up,16,196,362
tutor,0,203,362
tutor,0,205,362
tutor,0,207,362
machine,0,213,362
tutor,0,214,362
machine,0,216,362
machine,0,218,362
machine,0,219,362
machine,0,237,362
machine,0,240,362
level-up,28,242,362
machine,0,247,362
level-up,42,258,362
machine,0,259,362
machine,0,263,362
machine,0,269,362
machine,0,270,362
machine,0,290,362
level-up,1,310,362
machine,0,311,362
machine,0,313,362
tutor,0,324,362
level-up,61,329,362
machine,0,333,362
tutor,0,335,362
machine,0,352,362
machine,0,360,362
machine,0,363,362
machine,0,371,362
machine,0,399,362
machine,0,416,362
machine,0,419,362
level-up,1,420,362
level-up,28,423,362
tutor,0,442,362
machine,0,445,362
machine,0,492,362
machine,0,496,362
machine,0,506,362
machine,0,523,362
machine,0,524,362
level-up,42,573,362
machine,0,590,362
tutor,0,673,362
tutor,0,798,362
machine,0,851,362
machine,0,861,362
level-up,47,883,362
machine,0,885,362
machine,0,886,362
tutor,0,29,363
level-up,19,34,363
tutor,0,38,363
level-up,1,45,363
level-up,1,55,363
machine,0,57,363
machine,0,58,363
level-up,43,59,363
level-up,25,62,363
machine,0,70,363
machine,0,89,363
egg,0,90,363
machine,0,92,363
tutor,0,102,363
machine,0,104,363
tutor,0,111,363
machine,0,127,363
level-up,37,156,363
egg,0,157,363
tutor,0,162,363
tutor,0,164,363
level-up,37,173,363
egg,0,174,363
level-up,1,181,363
machine,0,182,363
egg,0,187,363
tutor,0,189,363
tutor,0,196,363
tutor,0,203,363
tutor,0,205,363
tutor,0,207,363
machine,0,213,363
tutor,0,214,363
machine,0,216,363
machine,0,218,363
level-up,7,227,363
machine,0,231,363
machine,0,237,363
machine,0,240,363
machine,0,249,363
machine,0,250,363
egg,0,254,363
egg,0,255,363
egg,0,256,363
level-up,31,258,363
machine,0,263,363
egg,0,281,363
machine,0,290,363
machine,0,291,363
level-up,13,301,363
machine,0,317,363
egg,0,324,363
level-up,49,329,363
egg,0,346,363
machine,0,352,363
machine,0,362,363
machine,0,363,363
egg,0,392,363
tutor,0,401,363
machine,0,445,363
machine,0,496,363
machine,0,497,363
machine,0,523,363
machine,0,524,363
machine,0,590,363
tutor,0,798,363
tutor,0,29,364
level-up,19,34,364
tutor,0,38,364
level-up,1,45,364
machine,0,46,364
level-up,1,55,364
machine,0,57,364
machine,0,58,364
level-up,47,59,364
level-up,25,62,364
machine,0,70,364
machine,0,89,364
machine,0,92,364
tutor,0,102,364
machine,0,104,364
tutor,0,111,364
machine,0,127,364
level-up,39,156,364
tutor,0,157,364
tutor,0,162,364
tutor,0,164,364
level-up,39,173,364
level-up,1,181,364
machine,0,182,364
tutor,0,189,364
tutor,0,196,364
tutor,0,203,364
tutor,0,205,364
tutor,0,207,364
machine,0,213,364
tutor,0,214,364
machine,0,216,364
machine,0,218,364
level-up,1,227,364
machine,0,231,364
machine,0,237,364
machine,0,240,364
machine,0,249,364
machine,0,250,364
level-up,31,258,364
machine,0,263,364
machine,0,290,364
machine,0,291,364
level-up,13,301,364
machine,0,317,364
tutor,0,324,364
level-up,55,329,364
machine,0,333,364
machine,0,352,364
machine,0,362,364
machine,0,363,364
tutor,0,401,364
machine,0,445,364
machine,0,496,364
machine,0,497,364
machine,0,523,364
machine,0,524,364
machine,0,590,364
tutor,0,798,364
machine,0,14,365
tutor,0,29,365
level-up,19,34,365
tutor,0,38,365
level-up,1,45,365
machine,0,46,365
level-up,1,55,365
machine,0,56,365
machine,0,57,365
machine,0,58,365
level-up,50,59,365
level-up,25,62,365
machine,0,63,365
machine,0,70,365
machine,0,89,365
machine,0,92,365
tutor,0,102,365
machine,0,104,365
tutor,0,111,365
machine,0,127,365
level-up,39,156,365
tutor,0,157,365
tutor,0,162,365
tutor,0,164,365
level-up,39,173,365
level-up,1,181,365
machine,0,182,365
tutor,0,189,365
tutor,0,196,365
tutor,0,203,365
tutor,0,205,365
tutor,0,207,365
tutor,0,210,365
machine,0,213,365
tutor,0,214,365
machine,0,216,365
machine,0,218,365
level-up,1,227,365
machine,0,231,365
machine,0,237,365
machine,0,240,365
level-up,1,242,365
machine,0,249,365
machine,0,250,365
level-up,31,258,365
machine,0,263,365
machine,0,290,365
machine,0,291,365
level-up,13,301,365
machine,0,317,365
tutor,0,324,365
level-up,61,329,365
machine,0,333,365
tutor,0,335,365
machine,0,352,365
machine,0,362,365
machine,0,363,365
tutor,0,401,365
machine,0,416,365
machine,0,419,365
level-up,44,423,365
tutor,0,442,365
machine,0,445,365
machine,0,484,365
machine,0,496,365
machine,0,497,365
machine,0,523,365
machine,0,524,365
machine,0,590,365
tutor,0,707,365
machine,0,710,365
machine,0,776,365
tutor,0,798,365
egg,0,34,366
tutor,0,38,366
egg,0,48,366
level-up,1,55,366
machine,0,57,366
machine,0,58,366
machine,0,59,366
machine,0,92,366
tutor,0,102,366
machine,0,104,366
egg,0,109,366
egg,0,112,366
machine,0,127,366
level-up,1,128,366
machine,0,156,366
tutor,0,164,366
tutor,0,173,366
machine,0,182,366
tutor,0,196,366
tutor,0,203,366
tutor,0,207,366
machine,0,213,366
tutor,0,214,366
machine,0,216,366
machine,0,218,366
machine,0,237,366
machine,0,240,366
level-up,1,250,366
machine,0,258,366
machine,0,263,366
egg,0,287,366
machine,0,290,366
machine,0,291,366
egg,0,300,366
egg,0,330,366
level-up,1,334,366
machine,0,352,366
machine,0,362,366
machine,0,363,366
egg,0,392,366
machine,0,445,366
machine,0,496,366
machine,0,503,366
level-up,51,504,366
machine,0,590,366
tutor,0,20,367
tutor,0,34,367
tutor,0,38,367
level-up,8,44,367
level-up,1,55,367
level-up,50,56,367
machine,0,57,367
machine,0,58,367
machine,0,59,367
machine,0,63,367
machine,0,92,367
tutor,0,102,367
level-up,15,103,367
machine,0,104,367
machine,0,127,367
tutor,0,129,367
machine,0,156,367
tutor,0,162,367
tutor,0,164,367
tutor,0,173,367
machine,0,182,367
level-up,29,184,367
level-up,11,185,367
tutor,0,189,367
tutor,0,196,367
tutor,0,203,367
tutor,0,207,367
machine,0,213,367
tutor,0,214,367
machine,0,216,367
machine,0,218,367
level-up,43,226,367
machine,0,237,367
machine,0,240,367
level-up,36,242,367
level-up,1,250,367
machine,0,258,367
machine,0,263,367
machine,0,289,367
machine,0,290,367
machine,0,291,367
machine,0,317,367
level-up,1,334,367
tutor,0,340,367
level-up,22,352,367
level-up,28,362,367
machine,0,363,367
tutor,0,389,367
level-up,46,401,367
machine,0,416,367
level-up,24,423,367
machine,0,445,367
level-up,45,489,367
machine,0,496,367
machine,0,503,367
level-up,1,504,367
machine,0,590,367
machine,0,611,367
tutor,0,20,368
tutor,0,34,368
tutor,0,38,368
level-up,1,55,368
level-up,50,56,368
machine,0,57,368
machine,0,58,368
machine,0,59,368
machine,0,63,368
machine,0,92,368
level-up,8,93,368
level-up,36,94,368
level-up,15,97,368
tutor,0,102,368
machine,0,104,368
machine,0,127,368
tutor,0,129,368
level-up,29,133,368
machine,0,156,368
tutor,0,164,368
tutor,0,173,368
machine,0,182,368
tutor,0,189,368
tutor,0,196,368
tutor,0,203,368
